adc_id,adc_name,drug_status,antibody_name,antigen_id,antigen_name,payload_id,payload_name,payload_identity,payload_target,payload_mechanism,linker_name,cell_line,disease_model,value_nM_min,label_10nM,source_activity_rows,has_conflicting_10nM_labels,source_activity_ids,source_url,cell_antigen_context
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,HCT 15 cells,Colon adenocarcinoma,28.4,0,1,0,ADCC001088,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,HCT 15 cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,HT29 cells,Colon cancer,1.5,1,1,0,ADCC001086,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,HT29 cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,LN-18 cells,Glioblastoma,8.4,1,1,0,ADCC001062,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,LN-18 cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,LS1034 cells,Cecum adenocarcinoma,9.5,1,1,0,ADCC001095,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,LS1034 cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,LS174T cells,Colon adenocarcinoma,1,1,1,0,ADCC001089,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,LS174T cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,LoVo cells,Colon adenocarcinoma,0.7,1,1,0,ADCC001083,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,LoVo cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,M059J cells,Glioblastoma,2.8,1,1,0,ADCC001060,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,M059J cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,M059K cells,Glioblastoma,1.5,1,1,0,ADCC001061,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,M059K cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,PFSK-1 cells,Primitive neuroectodermal tumor,1.9,1,1,0,ADCC001072,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,PFSK-1 cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,RKO cells,Colon carcinoma,4.7,1,1,0,ADCC001093,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,RKO cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,SF268 cells,Astrocytoma,1.4,1,1,0,ADCC001063,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,SF268 cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,SF539 cells,Gliosarcoma,2.5,1,1,0,ADCC001064,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,SF539 cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,SK-CO-1 cells,Colon adenocarcinoma,1.1,1,1,0,ADCC001090,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,SK-CO-1 cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,SNB-19 cells,Astrocytoma,3.7,1,1,0,ADCC001065,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,SNB-19 cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,SNB-75 cells,Glioblastoma,10.6,0,1,0,ADCC001070,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,SNB-75 cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,SW1116 cells,Colon adenocarcinoma,4.6,1,1,0,ADCC001084,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,SW1116 cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,SW1463 cells,Rectal adenocarcinoma,4.8,1,1,0,ADCC001096,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,SW1463 cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,SW403 cells,Colon adenocarcinoma,1.8,1,1,0,ADCC001094,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,SW403 cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,SW48 cells,Colon adenocarcinoma,0.015,1,1,0,ADCC001079,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,SW48 cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,SW480 cells,Colon adenocarcinoma,8,1,1,0,ADCC001087,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,SW480 cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,SW620 cells,Colon adenocarcinoma,4.3,1,1,0,ADCC001099,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,SW620 cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,T84 cells,Colon adenocarcinoma,11.8,0,1,0,ADCC001091,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,T84 cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,T98G cells,Glioblastoma,14.5,0,1,0,ADCC001059,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,T98G cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,U-138MG cells,Astrocytoma,16.1,0,1,0,ADCC001069,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,U-138MG cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,U-251MG cells,Astrocytoma,0.7,1,1,0,ADCC001068,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,U-251MG cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,U-87 MGvIII cells,Glioblastoma,0.23,1,1,0,ADCC001057,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,U-87 MGvIII cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,U-87MG cells,Glioblastoma,4.6,1,1,0,ADCC001067,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,U-87MG cells || Epidermal growth factor receptor (EGFR)
DRG0CXFTH,Serclutamab talirine,Phase 1 (discontinued),Serclutamab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0AKDAM,SGD-1882,PAY0AKDAM,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,WiDr cells,Colon adenocarcinoma,5.5,1,1,0,ADCC001085,https://adcdb.idrblab.net/data/adc/details/DRG0CXFTH,WiDr cells || Epidermal growth factor receptor (EGFR)
DRG0ZIJNR,Milatuzumab doxorubicin,Phase 1/2 (discontinued),Milatuzumab,TAR0KVKEF,HLA class II histocompatibility antigen gamma chain (CD74),PAY0DYTCC,Doxorubicin,PAY0DYTCC,DNA topoisomerase 2-alpha (TOP2A),DNA-damaging,SMCC-hydrazide,Daudi cells,Burkitt lymphoma,1500,0,1,0,ADCC001860,https://adcdb.idrblab.net/data/adc/details/DRG0ZIJNR,Daudi cells || HLA class II histocompatibility antigen gamma chain (CD74)
DRG0ZIJNR,Milatuzumab doxorubicin,Phase 1/2 (discontinued),Milatuzumab,TAR0KVKEF,HLA class II histocompatibility antigen gamma chain (CD74),PAY0DYTCC,Doxorubicin,PAY0DYTCC,DNA topoisomerase 2-alpha (TOP2A),DNA-damaging,SMCC-hydrazide,MC/CAR cells,Normal,900,0,1,0,ADCC001858,https://adcdb.idrblab.net/data/adc/details/DRG0ZIJNR,MC/CAR cells || HLA class II histocompatibility antigen gamma chain (CD74)
DRG0ZIJNR,Milatuzumab doxorubicin,Phase 1/2 (discontinued),Milatuzumab,TAR0KVKEF,HLA class II histocompatibility antigen gamma chain (CD74),PAY0DYTCC,Doxorubicin,PAY0DYTCC,DNA topoisomerase 2-alpha (TOP2A),DNA-damaging,SMCC-hydrazide,Raji cells,EBV-related Burkitt lymphoma,800,0,1,0,ADCC001859,https://adcdb.idrblab.net/data/adc/details/DRG0ZIJNR,Raji cells || HLA class II histocompatibility antigen gamma chain (CD74)
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,A-172 cells,Glioblastoma,67,0,1,0,ADCC002769,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,A-172 cells || Hepatocyte growth factor receptor (MET)
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,A-549 cells,Lung adenocarcinoma,0.1,1,1,0,ADCC002729,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,A-549 cells || Hepatocyte growth factor receptor (MET)
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,BT-20 cells,Invasive breast carcinoma of no special type,0.1,1,1,0,ADCC002728,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,BT-20 cells || Hepatocyte growth factor receptor (MET)
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,CHLA-03-AA cells,Anaplastic astrocytoma,0.97,1,1,0,ADCC002776,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,CHLA-03-AA cells || Hepatocyte growth factor receptor (MET)
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,COLO 201 cells,Colon adenocarcinoma,0.007,1,1,0,ADCC002750,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,COLO 201 cells || Hepatocyte growth factor receptor (MET)
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,COLO 205 cells,Colon adenocarcinoma,0.02,1,1,0,ADCC002754,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,COLO 205 cells || Hepatocyte growth factor receptor (MET)
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,COLO 320DM cells,Colon adenocarcinoma,0.02,1,1,0,ADCC002759,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,COLO 320DM cells || Hepatocyte growth factor receptor (MET)
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,COLO 320HSR cells,Colon adenocarcinoma,0.04,1,1,0,ADCC002760,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,COLO 320HSR cells || Hepatocyte growth factor receptor (MET)
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,Caco-2 cells,Colon adenocarcinoma,67,0,1,0,ADCC002748,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,Caco-2 cells || Hepatocyte growth factor receptor (MET)
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,DBTRG-05MG cells,Anaplastic astrocytoma,0.001,1,1,0,ADCC002771,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,DBTRG-05MG cells || Hepatocyte growth factor receptor (MET)
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,DLD-1 cells,Colon adenocarcinoma,0.004,1,1,0,ADCC002749,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,DLD-1 cells || Hepatocyte growth factor receptor (MET)
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,EBC-1 cells,Lung squamous cell carcinoma,0.1,1,1,0,ADCC002726,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,EBC-1 cells || Hepatocyte growth factor receptor (MET)
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,HCC15 cells,Lung squamous cell carcinoma,0.003,1,1,0,ADCC002740,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,HCC15 cells || Hepatocyte growth factor receptor (MET)
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,HCT 116 cells,Colon carcinoma,0.005,1,1,0,ADCC002744,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,HCT 116 cells || Hepatocyte growth factor receptor (MET)
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,HCT 15 cells,Colon adenocarcinoma,67,0,1,0,ADCC002751,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,HCT 15 cells || Hepatocyte growth factor receptor (MET)
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,HT-29 cells,Colon adenocarcinoma,0.004,1,1,0,ADCC002753,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,HT-29 cells || Hepatocyte growth factor receptor (MET)
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,Hs 746.T cells,Gastric adenocarcinoma,0.02,1,1,0,ADCC002725,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,Hs 746.T cells || Hepatocyte growth factor receptor (MET)
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,KP-4 cells,Pancreatic carcinoma,0.02,1,1,0,ADCC002733,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,KP-4 cells || Hepatocyte growth factor receptor (MET)
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,LS1034 cells,Cecum adenocarcinoma,0.04,1,1,0,ADCC002758,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,LS1034 cells || Hepatocyte growth factor receptor (MET)
