split,fold,model,score,threshold,predicted_label,label_10nM,adc_id,payload_identity,payload_mechanism,antigen_name,cell_line,cell_antigen_context,error_type,confidence
payload_group,2,bio_plus_mechanism,0.05728377,0.55303858,0,1,DRG0EPHMC,PAY0CLRJD,microtubule-disrupting,Mesothelin (MSLN),MIA PaCa-2 cells (MSLN expression),MIA PaCa-2 cells (MSLN expression) || Mesothelin (MSLN),false_negative,0.49575481
payload_group,2,bio_plus_mechanism,0.05728377,0.55303858,0,1,DRG0EPHMC,PAY0CLRJD,microtubule-disrupting,Mesothelin (MSLN),NCI-H226 cells,NCI-H226 cells || Mesothelin (MSLN),false_negative,0.49575481
payload_group,2,bio_plus_mechanism,0.06796190,0.55303858,0,1,DRG0EPHMC,PAY0CLRJD,microtubule-disrupting,Mesothelin (MSLN),SK-OV-3 cells,SK-OV-3 cells || Mesothelin (MSLN),false_negative,0.48507668
payload_group,2,bio_plus_mechanism,0.10836026,0.55303858,0,1,DRG0EPHMC,PAY0CLRJD,microtubule-disrupting,Mesothelin (MSLN),OVCAR-3 cells,OVCAR-3 cells || Mesothelin (MSLN),false_negative,0.44467832
payload_group,4,bio_plus_mechanism,0.76460778,0.34109192,1,0,DRG0CXFTH,PAY0AKDAM,DNA-damaging,Epidermal growth factor receptor (EGFR),A-172 cells,A-172 cells || Epidermal growth factor receptor (EGFR),false_positive,0.42351586
payload_group,4,bio_plus_mechanism,0.75196445,0.34109192,1,0,DRG0JOHND,PAY0RZSDY,DNA-damaging,Myeloid cell surface antigen CD33 (CD33),Kasumi-1 cells,Kasumi-1 cells || Myeloid cell surface antigen CD33 (CD33),false_positive,0.41087253
payload_group,3,bio_plus_mechanism,0.96184870,0.55556730,1,0,DRG0QJGNH,PAY0ZVBAI,Topo-I inhibitor,B-cell receptor CD22 (CD22),Ramos cells,Ramos cells || B-cell receptor CD22 (CD22),false_positive,0.40628140
payload_group,3,bio_plus_mechanism,0.96184870,0.55556730,1,0,DRG0QJGNH,PAY0ZVBAI,Topo-I inhibitor,B-cell receptor CD22 (CD22),Reh cells,Reh cells || B-cell receptor CD22 (CD22),false_positive,0.40628140
payload_group,0,bio_plus_mechanism,0.31793905,0.71891002,0,1,DRG0HCHFN,PAY0FSXOW,microtubule-disrupting,Receptor tyrosine-protein kinase erbB-2 (HER2),SK-OV-3 cells,SK-OV-3 cells || Receptor tyrosine-protein kinase erbB-2 (HER2),false_negative,0.40097097
payload_group,0,bio_plus_mechanism,0.31793905,0.71891002,0,1,DRG0VVVWC,PAY0FSXOW,microtubule-disrupting,Receptor tyrosine-protein kinase erbB-2 (HER2),SK-OV-3 cells,SK-OV-3 cells || Receptor tyrosine-protein kinase erbB-2 (HER2),false_negative,0.40097097
payload_group,0,bio_plus_mechanism,0.31793905,0.71891002,0,1,DRG0XOWVF,PAY0FSXOW,microtubule-disrupting,Receptor tyrosine-protein kinase erbB-2 (HER2),SK-OV-3 cells,SK-OV-3 cells || Receptor tyrosine-protein kinase erbB-2 (HER2),false_negative,0.40097097
payload_group,3,bio_plus_mechanism,0.95376264,0.55556730,1,0,DRG0BSQPI,PAY0BBRSF,Topo-I inhibitor,Tumor-associated calcium signal transducer 2 (TACSTD2),BxPC-3 cells,BxPC-3 cells || Tumor-associated calcium signal transducer 2 (TACSTD2),false_positive,0.39819534
payload_group,0,bio_plus_mechanism,0.33688094,0.71891002,0,1,DRG0NEMOV,PAY0FSXOW,microtubule-disrupting,Epidermal growth factor receptor (EGFR),A431 cells,A431 cells || Epidermal growth factor receptor (EGFR),false_negative,0.38202908
payload_group,0,bio_plus_mechanism,0.33688094,0.71891002,0,1,DRG0TVMXR,PAY0FSXOW,microtubule-disrupting,Epidermal growth factor receptor (EGFR),A431 cells,A431 cells || Epidermal growth factor receptor (EGFR),false_negative,0.38202908
payload_group,0,bio_plus_mechanism,0.33688094,0.71891002,0,1,DRG0VWVOU,PAY0FSXOW,microtubule-disrupting,Epidermal growth factor receptor (EGFR),A431 cells,A431 cells || Epidermal growth factor receptor (EGFR),false_negative,0.38202908
payload_group,3,bio_plus_mechanism,0.17917114,0.55556730,0,1,DRG0BXRDQ,PAY0ZVBAI,Topo-I inhibitor,B-lymphocyte antigen CD20 (MS4A1),Raji cells,Raji cells || B-lymphocyte antigen CD20 (MS4A1),false_negative,0.37639616
payload_group,3,bio_plus_mechanism,0.91398223,0.55556730,1,0,DRG0KONEC,PAY0JAEKD,microtubule-disrupting,Folate receptor alpha (FOLR1),NCI-H2110 cells,NCI-H2110 cells || Folate receptor alpha (FOLR1),false_positive,0.35841493
payload_group,3,bio_plus_mechanism,0.91398223,0.55556730,1,0,DRG0PBBKC,PAY0JAEKD,microtubule-disrupting,Folate receptor alpha (FOLR1),NCI-H2110 cells,NCI-H2110 cells || Folate receptor alpha (FOLR1),false_positive,0.35841493
payload_group,3,bio_plus_mechanism,0.89852442,0.55556730,1,0,DRG0HPUIL,PAY0JAEKD,microtubule-disrupting,Folate receptor alpha (FOLR1),A431 cells,A431 cells || Folate receptor alpha (FOLR1),false_positive,0.34295712
payload_group,3,bio_plus_mechanism,0.89852442,0.55556730,1,0,DRG0KONEC,PAY0JAEKD,microtubule-disrupting,Folate receptor alpha (FOLR1),A431 cells,A431 cells || Folate receptor alpha (FOLR1),false_positive,0.34295712
payload_group,3,bio_plus_mechanism,0.89852442,0.55556730,1,0,DRG0PBBKC,PAY0JAEKD,microtubule-disrupting,Folate receptor alpha (FOLR1),A431 cells,A431 cells || Folate receptor alpha (FOLR1),false_positive,0.34295712
payload_group,3,bio_plus_mechanism,0.89852442,0.55556730,1,0,DRG0TIDUJ,PAY0JAEKD,microtubule-disrupting,Folate receptor alpha (FOLR1),A431 cells,A431 cells || Folate receptor alpha (FOLR1),false_positive,0.34295712
payload_group,4,bio_plus_mechanism,0.68105708,0.34109192,1,0,DRG0SZERO,PAY0HXYLH,microtubule-disrupting,Insulin-like growth factor 1 receptor (IGF1R),Caov-3 cells,Caov-3 cells || Insulin-like growth factor 1 receptor (IGF1R),false_positive,0.33996516
payload_group,1,bio_plus_mechanism,0.30037655,0.61150627,0,1,DRG0JBKMD,PAY0BKPAH,Topo-I inhibitor,Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5),22RV1 cells,22RV1 cells || Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5),false_negative,0.31112972
payload_group,2,bio_plus_mechanism,0.24197217,0.55303858,0,1,DRG0CECRA,PAY0CJNCU,Topo-I inhibitor,Receptor tyrosine-protein kinase erbB-2 (HER2),CVCL_0434,CVCL_0434 || Receptor tyrosine-protein kinase erbB-2 (HER2),false_negative,0.31106641
payload_group,1,bio_plus_mechanism,0.30655914,0.61150627,0,1,DRG0VMKDY,PAY0JCIBW,microtubule-disrupting,Mucin-1 (MUC1),ZR-75-1 cells,ZR-75-1 cells || Mucin-1 (MUC1),false_negative,0.30494713
payload_group,3,bio_plus_mechanism,0.85470747,0.55556730,1,0,DRG0OKMOL,PAY0ZVBAI,Topo-I inhibitor,Receptor tyrosine-protein kinase erbB-2 (HER2),SK-OV-3 cells,SK-OV-3 cells || Receptor tyrosine-protein kinase erbB-2 (HER2),false_positive,0.29914017
payload_group,3,bio_plus_mechanism,0.85470747,0.55556730,1,0,DRG0PZVUG,PAY0ZVBAI,Topo-I inhibitor,Receptor tyrosine-protein kinase erbB-2 (HER2),SK-OV-3 cells,SK-OV-3 cells || Receptor tyrosine-protein kinase erbB-2 (HER2),false_positive,0.29914017
payload_group,3,bio_plus_mechanism,0.85470747,0.55556730,1,0,DRG0QQKLF,PAY0ZVBAI,Topo-I inhibitor,Receptor tyrosine-protein kinase erbB-2 (HER2),SK-OV-3 cells,SK-OV-3 cells || Receptor tyrosine-protein kinase erbB-2 (HER2),false_positive,0.29914017
payload_group,3,bio_plus_mechanism,0.85470747,0.55556730,1,0,DRG0QYJUL,PAY0ZVBAI,Topo-I inhibitor,Receptor tyrosine-protein kinase erbB-2 (HER2),SK-OV-3 cells,SK-OV-3 cells || Receptor tyrosine-protein kinase erbB-2 (HER2),false_positive,0.29914017
payload_group,3,bio_plus_mechanism,0.85384861,0.55556730,1,0,DRG0TZZNJ,PAY0XBVCC,DNA-damaging,Tyrosine-protein kinase receptor UFO (AXL),Karpas-299 cells,Karpas-299 cells || Tyrosine-protein kinase receptor UFO (AXL),false_positive,0.29828131
payload_group,1,bio_plus_mechanism,0.90864986,0.61150627,1,0,DRG0IFKGK,PAY0JCIBW,microtubule-disrupting,Mast/stem cell growth factor receptor Kit (KIT),CVCL_0418,CVCL_0418 || Mast/stem cell growth factor receptor Kit (KIT),false_positive,0.29714359
payload_group,1,bio_plus_mechanism,0.90864986,0.61150627,1,0,DRG0MOFZM,PAY0JCIBW,microtubule-disrupting,Mast/stem cell growth factor receptor Kit (KIT),CVCL_0418,CVCL_0418 || Mast/stem cell growth factor receptor Kit (KIT),false_positive,0.29714359
payload_group,1,bio_plus_mechanism,0.90864986,0.61150627,1,0,DRG0PFZZF,PAY0JCIBW,microtubule-disrupting,Mast/stem cell growth factor receptor Kit (KIT),CVCL_0418,CVCL_0418 || Mast/stem cell growth factor receptor Kit (KIT),false_positive,0.29714359
payload_group,1,bio_plus_mechanism,0.90864986,0.61150627,1,0,DRG0XOIAM,PAY0JCIBW,microtubule-disrupting,Mast/stem cell growth factor receptor Kit (KIT),CVCL_0418,CVCL_0418 || Mast/stem cell growth factor receptor Kit (KIT),false_positive,0.29714359
payload_group,3,bio_plus_mechanism,0.26675533,0.55556730,0,1,DRG0QGQWG,PAY0ZVBAI,Topo-I inhibitor,Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5),Raji cells,Raji cells || Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5),false_negative,0.28881197
payload_group,3,bio_plus_mechanism,0.26675533,0.55556730,0,1,DRG0QITMW,PAY0ZVBAI,Topo-I inhibitor,Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5),Raji cells,Raji cells || Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5),false_negative,0.28881197
payload_group,3,bio_plus_mechanism,0.84159050,0.55556730,1,0,DRG0HPUIL,PAY0JAEKD,microtubule-disrupting,Folate receptor alpha (FOLR1),HEC-251 cells,HEC-251 cells || Folate receptor alpha (FOLR1),false_positive,0.28602320
payload_group,3,bio_plus_mechanism,0.84159050,0.55556730,1,0,DRG0HPUIL,PAY0JAEKD,microtubule-disrupting,Folate receptor alpha (FOLR1),NUGC-3 cells,NUGC-3 cells || Folate receptor alpha (FOLR1),false_positive,0.28602320
payload_group,3,bio_plus_mechanism,0.84159050,0.55556730,1,0,DRG0KONEC,PAY0JAEKD,microtubule-disrupting,Folate receptor alpha (FOLR1),SJSA-1 cells,SJSA-1 cells || Folate receptor alpha (FOLR1),false_positive,0.28602320
